URL,Locality,Furnished,Open fire,Garden Area,Type of property,Terrace,Garden,Price,Subtype of property,Fully equipped kitchen,Surface of the land,Number of facades,State of the building,Surface area of the plot of land,Swimming pool,Living Area,Terrace Area,Number of rooms
https://www.immoweb.be/en/classified/apartment/for-sale/kuregem/1070/20044911,1070 Kuregem,No,,,Apartment,,,245000,Apartment,Hyper equipped,,,Good,,,,10,1
https://www.immoweb.be/en/classified/apartment/for-sale/tienen/3300/11368275,3300 TIENEN,,,,Apartment,,,245000,Apartment,,,3,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4020/20075188,4020 Liège,No,,30,Apartment,,,249000,Apartment,Installed,,2,As new,,,,8,3
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/10423650,1060 Saint-Gilles,No,,,Apartment,,,250000,Apartment,Semi equipped,,2,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11202293,8400 Oostende,,,,Apartment,Yes,,250000,Apartment,,,,To be done up,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/tienen/3300/11368277,3300 TIENEN,,,,Apartment,,,255000,Apartment,,,3,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-jans-molenbeek/1080/20114795,1080 Sint-Jans-Molenbeek,No,,,Apartment,,,259000,Apartment,Installed,,,Good,,,,12,2
https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20100148,2640 MORTSEL,,,,Apartment,,,260000,Apartment,Installed,,2,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4020/20093122,4020 Liège,No,,,Apartment,,,260000,Apartment,Installed,,2,Good,,,,8,2
https://www.immoweb.be/en/classified/apartment/for-sale/ronse/9600/20213622,9600 Ronse,No,,,Apartment,,,265000,Apartment,Hyper equipped,,2,As new,,,,17,3
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20201731,1080 MOLENBEEK-SAINT-JEAN,,,,Apartment,,,269000,Apartment,,,3,To be done up,,,,20,3
https://www.immoweb.be/en/classified/apartment/for-sale/lubbeek/3210/10979572,3210 LUBBEEK,,,,Apartment,,,270000,Apartment,Installed,,3,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/10671262,8540 Deerlijk,,,144,Apartment,,,274954,Apartment,,,,Good,,,,6,2
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/10278004,1190 Forest,No,,,Apartment,,,275000,Apartment,Installed,,2,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20244126,2800 Mechelen,,,,Apartment,,,275000,Apartment,USA installed,,,Just renovated,,,,16,2
https://www.immoweb.be/en/classified/service-flat/for-sale/leuven/3000/20004929,3000 Leuven,,,,Service flat,,,275000,Service flat,,,,As new,,,,8,1
https://www.immoweb.be/en/classified/penthouse/for-sale/sint-jans-molenbeek/1080/20205648,1080 SINT-JANS-MOLENBEEK,,,,Penthouse,,,290000,Penthouse,,,2,To be done up,,,,60,3
https://www.immoweb.be/en/classified/apartment/for-sale/sint-jans-molenbeek/1080/20205649,1080 SINT-JANS-MOLENBEEK,,,,Apartment,,,290000,Apartment,,,2,To be done up,,,,60,3
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20104909,1200 WOLUWE-SAINT-LAMBERT,,,100,Penthouse,,,295000,Penthouse,Hyper equipped,,3,,,,,12,1
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2020/10887891,2020 ANTWERPEN,,,,Apartment,,,297500,Apartment,Installed,,2,,,,,11,2
https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/10084275,1000 Bruxelles,No,,,Penthouse,,,299000,Penthouse,Installed,,3,As new,,,,12,2
https://www.immoweb.be/en/classified/penthouse/for-sale/molenbeek-saint-jean/1080/10077863,1080 Molenbeek-Saint-Jean,No,,,Penthouse,,,299000,Penthouse,Installed,,3,As new,,,,12,2
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20220035,1000 Bruxelles,,,,Apartment,,,325000,Apartment,Installed,,2,Good,,,,18,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11346058,1200 Woluwe-Saint-Lambert,No,,,Apartment,,,325000,Apartment,Installed,,,Good,,,,12,2
https://www.immoweb.be/en/classified/apartment/for-sale/tisselt/2830/11087066,2830 TISSELT,,,,Apartment,,,325000,Apartment,Installed,,3,,,,,16,2
https://www.immoweb.be/en/classified/duplex/for-sale/stabroek/2940/20220056,2940 Stabroek,,,37,Duplex,,,334000,Duplex,Installed,,,Good,,,,,3
https://www.immoweb.be/en/classified/triplex/for-sale/willebroek/2830/20241350,2830 Willebroek,,,,Triplex,,,339000,Triplex,Semi equipped,,2,Good,,,,32,4
https://www.immoweb.be/en/classified/apartment/for-sale/braine-lalleud/1420/11481641,1420 Braine-l'Alleud,No,,300,Apartment,,,340000,Apartment,Installed,,3,Good,,,,32,2
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/11347148,9800 Deinze,,,,Apartment,Yes,,350000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/aalter/9880/20081916,9880 Aalter,No,,,Apartment,Yes,,360000,Apartment,,,,To be done up,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20133217,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11378018,8300 Knokke,,,,Apartment,,,365000,Apartment,Installed,,3,Good,,,,,2
https://www.immoweb.be/en/classified/duplex/for-sale/woluwe-saint-lambert/1200/11401768,1200 Woluwe-Saint-Lambert,No,,,Duplex,,,375000,Duplex,Semi equipped,,2,To be done up,,,,9,3
https://www.immoweb.be/en/classified/duplex/for-sale/wilrijk/2610/20240008,2610 Wilrijk,No,,,Duplex,,,375000,Duplex,Installed,,,Good,,,,,2
https://www.immoweb.be/en/classified/triplex/for-sale/boom/2850/20277123,2850 Boom,,,,Triplex,,,375000,Triplex,USA hyper equipped,,2,Good,,,,70,3
https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/20024332,5000 Namur,No,,,Apartment,,,378800,Apartment,Hyper equipped,,2,As new,,,,4,3
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/11416998,1080 MOLENBEEK-SAINT-JEAN,No,,,Apartment,,,385000,Apartment,Hyper equipped,,2,Good,,,,14,3
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2000/2000/20211136,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11365702,1000 Bruxelles,No,,,Apartment,Yes,,395000,Apartment,Hyper equipped,,2,As new,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11448386,1200 Woluwe-Saint-Lambert,No,,,Apartment,,,399000,Apartment,Hyper equipped,,2,Good,,,,12,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2000/2000/20258713,2000 Antwerpen (2000),No,,,Apartment,,,399000,Apartment,,,,Good,,,,21,2
https://www.immoweb.be/en/classified/apartment/for-sale/louvain-la-neuve/1348/20212564,1348 LOUVAIN-LA-NEUVE,,,,Apartment,,,412000,Apartment,,,,As new,,,,9,2
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/10868121,1050 Ixelles,No,,,Apartment,,,420000,Apartment,Hyper equipped,,3,Good,,,,2,2
https://www.immoweb.be/en/classified/apartment/for-sale/heist-aan-zee/8301/20134490,8301 Heist-aan-Zee,No,,,Apartment,,,420000,Apartment,Installed,,2,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11324126,1200 Woluwe-Saint-Lambert,No,,,Apartment,,,425000,Apartment,Not installed,,2,As new,,,,8,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/20187325,1150 Woluwe-Saint-Pierre,No,,,Apartment,,,445000,Apartment,,,,As new,,,,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/woluwe-saint-pierre/1150/20186389,1150 Woluwe-Saint-Pierre,No,,,Ground floor,,,445000,Ground floor,,,,As new,,,,,3
https://www.immoweb.be/en/classified/ground-floor/for-sale/korbeek-lo/3360/20173177,3360 Korbeek-Lo,No,,450,Ground floor,,,445000,Ground floor,USA hyper equipped,,4,Good,,,,40,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/20073351,8300 Knokke-Zoute,,,,Apartment,,,448000,Apartment,Hyper equipped,,2,Just renovated,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11336646,1000 Bruxelles,Yes,,,Apartment,,,465000,Apartment,Hyper equipped,,2,As new,,,,6,2
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20071779,4000 Liège,No,,,Apartment,,,499000,Apartment,Hyper equipped,,3,As new,,,,7,3
https://www.immoweb.be/en/classified/apartment/for-sale/liege/4020/20079796,4020 Liège,No,,,Apartment,,,499000,Apartment,Hyper equipped,,3,As new,,,,7,3
https://www.immoweb.be/en/classified/duplex/for-sale/merelbeke/9820/20242727,9820 Merelbeke,No,,,Duplex,,,499000,Duplex,Installed,,,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20121787,8300 Knokke-Heist,,,,Apartment,Yes,,535000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20065849,8300 Knokke,Yes,,,Apartment,Yes,,539000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11096343,8300 Knokke-Heist,,,,Apartment,,,545000,Apartment,,,,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20044866,1000 Brussel,No,,,Apartment,,,565000,Apartment,Hyper equipped,,2,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/10758098,1060 Saint-Gilles,No,,,Apartment,,,587000,Apartment,Installed,,3,As new,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20160397,8300 Knokke,,,,Apartment,Yes,,619000,Apartment,,,,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2050/2050/20235897,2050 Antwerpen (2050),No,,,Apartment,,,620000,Apartment,,,,As new,,,,,4
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/10704191,8300 Knokke-Heist,,,,Apartment,Yes,,627000,Apartment,,,,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20022619,1180 Uccle,No,,,Apartment,,,645000,Apartment,Hyper equipped,,4,To renovate,,,,18,3
https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/11350525,1000 Bruxelles,No,,,Penthouse,,,765000,Penthouse,Hyper equipped,,2,Good,,,,22,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11054722,8300 Knokke,,,,Apartment,,,815000,Apartment,,,,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/10749881,1200 Woluwe-Saint-Lambert,No,,,Apartment,Yes,,830000,Apartment,Hyper equipped,,2,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20192538,1050 Ixelles,No,,,Apartment,Yes,,850000,Apartment,Installed,,2,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20170174,8300 Knokke-Heist,,,,Apartment,,,850000,Apartment,,,,Just renovated,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/10381577,8300 Knokke-Zoute,,,,Apartment,,,895000,Apartment,Installed,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11348434,8300 Knokke,,,,Apartment,Yes,,899000,Apartment,,,,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/10058686,8300 Knokke,,,,Apartment,,,930000,Apartment,Hyper equipped,,2,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11050424,8300 Knokke,,,,Apartment,Yes,,985000,Apartment,Hyper equipped,,,Just renovated,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-zoute/8300/10904457,8300 Knokke-Zoute,No,,,Apartment,Yes,,990000,Apartment,,,,To renovate,,,,,2
https://www.immoweb.be/en/classified/loft/for-sale/woluwe-saint-pierre/1150/11040394,1150 Woluwe-Saint-Pierre,No,,82,Loft,,,995000,Loft,Hyper equipped,,2,As new,,,,14,3
https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/20038289,1180 Uccle,No,,,Penthouse,,,1050000,Penthouse,Hyper equipped,,3,As new,,,,25,3
https://www.immoweb.be/en/classified/apartment/for-sale/duinbergen/8301/20118691,8301 Duinbergen,,,,Apartment,,,1125000,Apartment,,,,As new,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11391835,8300 Knokke-Heist,No,,,Apartment,Yes,,1195000,Apartment,,,,Just renovated,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11447638,8300 Knokke-Heist,,,,Apartment,Yes,,1275000,Apartment,,,,Good,,,,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/11391341,1050 Ixelles,No,,,Penthouse,,,1299000,Penthouse,Hyper equipped,,3,Good,,,,103,4
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11150456,8300 Knokke,Yes,,,Apartment,,,1345000,Apartment,,,,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11442917,8300 Knokke,,,,Apartment,Yes,,1495000,Apartment,,,,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/11397117,8300 Knokke,No,,,Apartment,,,1495000,Apartment,Hyper equipped,,,As new,,,,6,3
https://www.immoweb.be/en/classified/loft/for-sale/saint-gilles/1060/11280131,1060 Saint-Gilles,No,,,Loft,,,1625000,Loft,Installed,,3,Good,,,,35,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11343941,8300 Knokke-Heist,,,,Apartment,Yes,,1650000,Apartment,,,,As new,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20225084,8300 Knokke,,,,Apartment,,,1695000,Apartment,,,,Good,,,,,4
https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/11088615,8300 Knokke-Heist,,,,Apartment,,,1875000,Apartment,,,,As new,,,,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/leuven/3000/20137743,3000 Leuven,Yes,,,Penthouse,,,2490000,Penthouse,USA hyper equipped,,2,As new,,,,200,2
https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20109638,8300 Knokke,,,,Apartment,Yes,,3950000,Apartment,,,,Good,,,,,5
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20275350,9000 Gent,No,,,Apartment,,,329000,Apartment,Installed,,,Good,,,,15,1
https://www.immoweb.be/en/classified/apartment/for-sale/sint-jans-molenbeek/1080/20265661,1080 Sint-Jans-Molenbeek,,,,Apartment,,,255000,Apartment,Installed,,4,Good,,,,6,2
https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/20162361,1170 Watermael-Boitsfort,No,,,Apartment,,,290000,Apartment,,,3,To renovate,,,,2,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-pieters-woluwe/1150/20267775,1150 SINT-PIETERS-WOLUWE,,,,Apartment,,,650000,Apartment,Semi equipped,,2,Good,,,,2,3
https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/20281200,1500 HALLE,,,,Apartment,Yes,,259000,Apartment,Semi equipped,,4,Good,,,,,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/heusden/9070/20250278,9070 Heusden,Yes,,190,Ground floor,,,795000,Ground floor,Hyper equipped,,3,As new,,,,40,2
https://www.immoweb.be/en/classified/apartment/for-sale/heusden/9070/20250282,9070 Heusden,Yes,,190,Apartment,,,795000,Apartment,Hyper equipped,,3,As new,,,,40,2
https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/20314613,8800 Roeselare,,,,Apartment,,,249000,Apartment,Installed,,3,Just renovated,,,,8,2
https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20261463,8380 Zeebrugge,,,,Apartment,,,315000,Apartment,,,2,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/20272735,8380 Zeebrugge,No,,,Apartment,,,199000,Apartment,,,,Good,,,,,3
https://www.immoweb.be/en/classified/apartment/for-sale/zedelgem/8210/20277021,8210 Zedelgem,,,,Apartment,,,335000,Apartment,,,,,,,,27,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/uccle/1180/20289798,1180 Uccle,No,,1973,Ground floor,,,2525000,Ground floor,Hyper equipped,,3,As new,,,,66,3
https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20285920,1090 Jette,No,,,Apartment,Yes,,239000,Apartment,Installed,,2,As new,,,,,2
https://www.immoweb.be/en/classified/duplex/for-sale/vilvoorde/1800/20284810,,,,,Duplex,,,279000,Duplex,Installed,,3,Good,,,,12,2
https://www.immoweb.be/en/classified/duplex/for-sale/antwerpen-2000/2000/20285362,2000 Antwerpen (2000),,,,Duplex,,,895000,Duplex,Hyper equipped,,,,,,,30,3
https://www.immoweb.be/en/classified/apartment/for-sale/boekhoute/9961/10588072,9961 Boekhoute,No,,,Apartment,,,224750,Apartment,Installed,,,Good,,,,17,2
https://www.immoweb.be/en/classified/apartment/for-sale/oostduinkerke/8670/20218218,8670 Oostduinkerke,No,,,Apartment,,,225000,Apartment,,,,Good,,,,8,1
https://www.immoweb.be/en/classified/apartment/for-sale/asse/1731/20301284,1731 Asse,,,,Apartment,Yes,,259000,Apartment,Semi equipped,,2,As new,,,,,2
https://www.immoweb.be/en/classified/penthouse/for-sale/beringen/3580/11093744,3580 Beringen,No,,,Penthouse,Yes,,295000,Penthouse,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20300635,1090 Jette,No,,,Apartment,,,299000,Apartment,Hyper equipped,,2,Good,,,,8,3
https://www.immoweb.be/en/classified/apartment/for-sale/boekhoute/9961/10588070,9961 Boekhoute,No,,,Apartment,,,339750,Apartment,Installed,,,Good,,,,15,3
https://www.immoweb.be/en/classified/apartment/for-sale/boekhoute/9961/10588071,9961 Boekhoute,No,,,Apartment,,,339750,Apartment,Installed,,,Good,,,,12,3
https://www.immoweb.be/en/classified/apartment/for-sale/sint-denijs-westrem/9051/20100396,9051 Sint-Denijs-Westrem,No,,,Apartment,,,400000,Apartment,Hyper equipped,,,Good,,,,27,3
https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/20301534,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1040/20301562,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20300153,,,,,Apartment,Yes,,715000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/geraardsbergen/9500/20256935,9500 GERAARDSBERGEN,,,,Apartment,Yes,,175000,Apartment,,,,To be done up,,,,,4
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20140631,1070 Anderlecht,No,,,Apartment,,,245000,Apartment,Semi equipped,,2,To be done up,,,,4,2
https://www.immoweb.be/en/classified/duplex/for-sale/dilbeek/1700/20315532,1700 Dilbeek,No,,,Duplex,,,249000,Duplex,Installed,,,Good,,,,,1
https://www.immoweb.be/en/classified/duplex/for-sale/dilbeek/1703/20315530,1703 Dilbeek,No,,,Duplex,,,249000,Duplex,Installed,,,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20315011,,No,,,Apartment,,,280000,Apartment,,,2,Good,,,,2,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/schaerbeek/1030/20315013,,No,,,Ground floor,,,350000,Ground floor,Hyper equipped,,2,Good,,,,10,3
https://www.immoweb.be/en/classified/ground-floor/for-sale/saint-josse-ten-noode/1210/20315012,,No,,,Ground floor,,,350000,Ground floor,Hyper equipped,,2,Good,,,,10,3
https://www.immoweb.be/en/classified/flat-studio/for-sale/de-haan/8420/20235012,8420 De Haan,,,,Flat studio,,,139000,Flat studio,,,,As new,,,,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/20211697,1000 Bruxelles,,,,Flat studio,,,159000,Flat studio,Installed,,,Just renovated,,,,7,
https://www.immoweb.be/en/classified/apartment/for-sale/sint-denijs-westrem/9051/20275130,9051 SINT-DENIJS-WESTREM,,,,Apartment,Yes,,327000,Apartment,Installed,,4,,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/tubize/1480/20317172,1480 Tubize,,,,Apartment,,,215000,Apartment,Installed,,2,Good,,,,10,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/bruxelles/1000/20229798,1000 Bruxelles,,,,Flat studio,,,239000,Flat studio,,,,Good,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20309283,1190 Forest,,,,Apartment,Yes,,255000,Apartment,,,,To renovate,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/profondeville/5170/20249969,5170 PROFONDEVILLE,,,,Apartment,Yes,,275000,Apartment,Semi equipped,,3,,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/sint-amandsberg/9040/20246938,9040 SINT-AMANDSBERG,,,,Apartment,,,290000,Apartment,Semi equipped,,,,,,,5,2
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20267538,8370 Blankenberge,,,,Apartment,,,125000,Apartment,,,,Good,,,,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/brussel/1000/20280427,1000 Brussel,Yes,,50,Flat studio,,,135000,Flat studio,Installed,,2,As new,,,,,
https://www.immoweb.be/en/classified/kot/for-sale/bruxelles/1000/20133581,1000 Bruxelles,Yes,,,Kot,,,145000,Kot,Hyper equipped,,2,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20254291,1080 Molenbeek-Saint-Jean,No,,,Apartment,,,165000,Apartment,Semi equipped,,2,To renovate,,,,7,1
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/20270047,4500 HUY,No,,,Apartment,Yes,,175000,Apartment,Semi equipped,,2,To be done up,,,,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/etterbeek/1040/20246418,1040 Etterbeek,No,,,Flat studio,Yes,,205000,Flat studio,Installed,,2,As new,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/libramont-chevigny/6800/20271105,6800 Libramont-Chevigny,No,,,Apartment,,,210000,Apartment,Installed,,2,As new,,,,,2
https://www.immoweb.be/en/classified/flat-studio/for-sale/gent/9000/20282811,9000 Gent,No,,,Flat studio,,,215000,Flat studio,,,,Good,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20240927,1000 Bruxelles,No,,,Apartment,,,225000,Apartment,Installed,,2,Good,,,,15,1
https://www.immoweb.be/en/classified/penthouse/for-sale/sint-jans-molenbeek/1080/20253361,1080 Sint-Jans-Molenbeek,,,,Penthouse,,,229000,Penthouse,,,,Just renovated,,,,,1
https://www.immoweb.be/en/classified/apartment/for-sale/molenbeek-saint-jean/1080/20275798,1080 Molenbeek-Saint-Jean,,,,Apartment,,,235000,Apartment,Hyper equipped,,4,As new,,,,20,3
https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20259152,1090 Jette,No,,,Apartment,Yes,,235000,Apartment,,,2,Good,,,,,2
https://www.immoweb.be/en/classified/apartment/for-sale/neder-over-heembeek/1120/20252614,1120 Neder-Over-Heembeek,No,,,Apartment,,,235000,Apartment,Installed,,2,To be done up,,,,7,2
https://www.immoweb.be/en/classified/apartment/for-sale/saint-georges-sur-meuse/4470/20200365,4470 SAINT-GEORGES-SUR-MEUSE,No,,,Apartment,Yes,,235000,Apartment,Hyper equipped,,3,As new,,,,,3
https://www.immoweb.be/en/classified/penthouse/for-sale/oostende/8400/20256575,8400 Oostende,No,,,Penthouse,,,235000,Penthouse,Installed,,2,Just renovated,,,,24,1
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20254041,9000 Gent,No,,,Apartment,,,235000,Apartment,Installed,,2,Good,,,,6,2
https://www.immoweb.be/en/classified/apartment/for-sale/mariakerke/9030/20254036,9030 Mariakerke,No,,,Apartment,,,235000,Apartment,Installed,,2,Good,,,,6,2
https://www.immoweb.be/en/classified/penthouse/for-sale/balen/2490/20283093,2490 Balen,,,,Penthouse,,,245000,Penthouse,Installed,,2,,,,,14,2
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1120/20222511,,,,,,,,,,,,,,,,,,
https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20271114,1030 SCHAERBEEK,Yes,,,Apartment,,,250000,Apartment,Hyper equipped,,2,As new,,,,60,1
https://www.immoweb.be/en/classified/duplex/for-sale/ottignies-louvain-la-neuve/1348/20281735,1348 Ottignies-Louvain-la-Neuve,No,,,Duplex,,,250000,Duplex,Semi equipped,,2,To be done up,,,,,2
https://www.immoweb.be/en/classified/duplex/for-sale/chaudfontaine/4050/20280630,4050 Chaudfontaine,No,,,Duplex,,,264500,Duplex,Installed,,3,Good,,,,12,4
https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20274160,1090 Jette,No,,,Apartment,,,269000,Apartment,Hyper equipped,,3,Good,,,,10,3
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20256664,1200 Woluwe-Saint-Lambert,No,,,Apartment,,,275000,Apartment,Semi equipped,,2,To be done up,,,,6,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20251388,1200 Woluwe-Saint-Lambert,No,,,Apartment,,,285000,Apartment,Not installed,,2,Good,,,,14,2
https://www.immoweb.be/en/classified/apartment/for-sale/balen/2490/20283090,2490 Balen,,,,Apartment,,,287073,Apartment,Installed,,2,,,,,14,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20192948,1200 Woluwe-Saint-Lambert,No,,,Apartment,,,295000,Apartment,,,2,To be done up,,,,13,2
https://www.immoweb.be/en/classified/ground-floor/for-sale/malmedy/4960/20246776,4960 Malmedy,No,,,Ground floor,,,295000,Ground floor,Installed,,4,Good,,,,22,2
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20257167,1200 Woluwe-Saint-Lambert,No,,,Apartment,,,309000,Apartment,Installed,,2,Good,,,,12,1
https://www.immoweb.be/en/classified/duplex/for-sale/wetteren/9230/20281733,9230 Wetteren,No,,,Duplex,,,342000,Duplex,Hyper equipped,,2,As new,,,,11,2
https://www.immoweb.be/en/classified/apartment/for-sale/zaventem/1930/20268795,1930 Zaventem,No,,,Apartment,,,345000,Apartment,Hyper equipped,,3,Just renovated,,,,30,2
https://www.immoweb.be/en/classified/apartment/for-sale/poederlee/2275/20283116,2275 POEDERLEE,,,,Apartment,,,349000,Apartment,Installed,,4,,,,,17,3
https://www.immoweb.be/en/classified/apartment/for-sale/poederlee/2275/20283115,2275 POEDERLEE,,,,Apartment,,,363000,Apartment,Installed,,4,,,,,17,3
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20278328,9000 Gent,No,,,Apartment,Yes,,375000,Apartment,Installed,,2,Good,,,,,2
